,0,1,2,3,4,5,6,7,8,9
-74.16255537243077,-0.02703587769068061,-0.210755741471637,-1.2912576995098946,-0.386711449351491,-0.9065563346579579,-0.37743232909242513,0.2873029389285329,0.44878690078369254,-0.14490960438873324,1.767805645404055
-407.2020443908697,0.02367250632678018,-0.7173156468071564,-2.8503714828963322,-0.4868843940024779,-0.016983365794780884,0.9730991287266701,-0.5985424790835322,-0.9198937065694314,-0.2913325286682335,-1.9467986329850693
-109.95257950968474,0.5700651679027099,0.3501610026416345,-0.7316569710236571,-0.13003788847328104,-1.60557190470023,1.160009845656657,0.8089983049221604,-0.09683834541741017,1.8024861389872722,-1.1786531763258359
-169.80700611455615,0.6653729905734308,-0.19156307216083424,-2.4585149644359943,-0.06373881704278053,-0.006868220451973783,0.38695493130581854,-0.43292643166000777,0.20116781135256057,1.0296661984908455,-0.8646048823743786
-58.46550826701881,0.21171879489622772,0.2797384818942515,-2.479627334757852,0.3451992663967084,0.776265500680718,0.4518436307731927,0.3739468072551767,-0.36049774544446694,0.9910025717495883,-0.10090661409057068
-167.16226281353698,-0.9424290818984108,0.7335379167227946,-2.664264079961159,-1.2647133313198173,0.569556784327478,0.22702782279251793,-0.52650025174605,0.9228333298459895,0.24706374131074668,-0.5052498888696565
298.8337182129918,-0.09405526096549753,-0.7724178978769136,-0.2516113998111966,2.4156682560097242,2.471197418738413,0.5994141152820631,1.641387959595857,0.16902104758157702,-2.529689443654447,2.113524349769493
110.69994226587477,-0.39371159311213627,-1.3473191366177968,1.9521790093529412,0.760874823173091,0.8255795953998113,-0.2125521976750994,0.958669947158694,-1.0133775641956326,-0.16924062279115476,-0.1476358235234814
-163.1928703998197,0.6274088221640342,0.41781463370513955,-0.4423419914653512,-0.20741368671101207,-2.467944600936353,0.8609583751599776,1.285203084209292,0.4710860314569022,0.4305664843218907,-1.095175467782692
200.55126210186407,2.1808864314976018,-0.31208977408354843,0.35049871620444806,-0.06902934068469602,1.1558100456936022,-0.8991601043114109,1.0745020207505995,0.0034440613164755654,1.563275855922275,0.340304759623623
-77.71385438110032,-0.8414780672309945,0.2928353216974768,-1.2029423847426834,-0.96664140589744,0.2014680137196478,-0.5662307437865928,-0.31990562571681636,-1.0485542258518419,1.3407419792999502,1.1372547653683298
196.33844616199735,0.4820346032875954,-0.012383074559351859,1.077470089050218,0.22451896865064497,0.2727834569668361,1.0980086569366971,0.7531951105398329,-0.8279751973922138,0.8470178246491336,1.2604714322718398
238.43421171661302,0.30169982118686695,-0.6846471346000463,0.26879306305001316,1.4707033540486256,-0.27891192683297245,1.0990004140681469,0.5499736363108048,0.6457936516611076,1.6299758233992514,1.4120728055239435
-19.358730413153737,0.9752962983377704,-1.5716501133477883,-0.3127410602325203,0.2860044770252082,0.681982627313453,1.2456975183857937,1.1828820776920141,-1.1060248698081494,0.918022453813875,-0.40700849166380926
